Fold1,Mean±Std
26.67,26.67±nan
18.33,18.33±nan
40.00,40.00±nan
85.83,85.83±nan
66.67,66.67±nan
86.67,86.67±nan
60.00,60.00±nan
94.17,94.17±nan
70.83,70.83±nan
45.83,45.83±nan
59.50,59.50±24.81
