Fold1,Mean±Std
52.50,52.50±nan
15.00,15.00±nan
70.83,70.83±nan
98.33,98.33±nan
100.00,100.00±nan
96.67,96.67±nan
91.67,91.67±nan
99.17,99.17±nan
81.67,81.67±nan
58.33,58.33±nan
76.42,76.42±26.32
